City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Nieuw Amsterdam,SR,5.8833,-55.0833,82.42,82,20,9.22,few clouds
698,Shepsi,RU,44.0361,39.1489,56.5,58,7,1.48,clear sky
699,Segamat,MY,2.5148,102.8158,73.87,86,90,5.88,overcast clouds
700,Verkhnyaya Sinyachikha,RU,57.976,61.6673,19.45,69,100,9.04,overcast clouds
701,Kamina,CD,-8.7386,24.9906,64.33,96,85,3.29,overcast clouds
702,Worthington,US,40.0931,-83.018,51.42,50,1,3.0,clear sky
703,Urazovka,RU,55.4013,45.6186,24.82,81,100,12.03,light snow
704,Beboto,TD,8.2668,16.939,75.67,23,80,3.11,broken clouds
705,Saint-Leu,RE,-21.15,55.2833,74.26,76,4,3.74,light rain
706,Ginda,IN,30.6945,78.4932,38.5,23,0,7.54,clear sky
